,Start Period,End Period,Risk-Free Rate ,Time in Market ,Cumulative Return ,CAGR%,Sharpe,Sortino,Max Drawdown ,Longest DD Days,Volatility (ann.) ,Calmar,Skew,Kurtosis,Expected Daily %,Expected Monthly %,Expected Yearly %,Kelly Criterion ,Risk of Ruin ,Daily Value-at-Risk ,Expected Shortfall (cVaR) ,Payoff Ratio,Profit Factor,Common Sense Ratio,CPC Index,Tail Ratio,Outlier Win Ratio,Outlier Loss Ratio,MTD ,3M ,6M ,YTD ,1Y ,3Y (ann.) ,5Y (ann.) ,10Y (ann.) ,All-time (ann.) ,Best Day ,Worst Day ,Best Month ,Worst Month ,Best Year ,Worst Year ,Avg. Drawdown ,Avg. Drawdown Days,Recovery Factor,Ulcer Index,Avg. Up Month ,Avg. Down Month ,Win Days %,Win Month %,Win Quarter %,Win Year %
150,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.44,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.75,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
151,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.43,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.5,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.75,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
152,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.43,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.49,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.75,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
153,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.43,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.5,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.74,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
154,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.43,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.49,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.74,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
155,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.42,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.49,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.73,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
156,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.42,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.5,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.73,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
157,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.42,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.5,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.73,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
158,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.42,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.72,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
159,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.42,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.72,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
160,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.41,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.72,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
161,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.41,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.71,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
162,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.41,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.97,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.71,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
163,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.41,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.71,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
164,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.41,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.7,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
165,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.4,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.7,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
166,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.4,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.7,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
167,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.4,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.69,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
168,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.4,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.69,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
169,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.4,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.69,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
170,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.39,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.68,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
171,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.39,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.68,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
172,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.39,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.5,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.68,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
173,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.39,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.67,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
174,2004-01-02,2020-04-07,0.0,1.0,2.47,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.39,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.67,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
175,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.38,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.67,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
176,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.38,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.67,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
177,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.38,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.66,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
178,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.38,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.66,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
179,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.37,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.66,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
180,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.37,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.65,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
181,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.37,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.65,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
182,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.37,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.65,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
183,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.37,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.65,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
184,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.36,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.64,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
185,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.36,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.64,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
186,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.36,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.64,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
187,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.36,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.64,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
188,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.36,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.63,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
189,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.35,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.63,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
190,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.35,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.52,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.63,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
191,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.35,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.63,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
192,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.35,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.62,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
193,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.35,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.59,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.62,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
194,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.34,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.18,1.17,0.63,0.99,3.51,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.62,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
195,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.34,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.62,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
196,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.34,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.18,1.17,0.63,0.99,3.52,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.62,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
197,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.34,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.18,1.17,0.63,0.99,3.51,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.61,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
198,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.34,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.18,1.17,0.63,0.99,3.51,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.61,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
199,2004-01-02,2020-04-07,0.0,1.0,2.46,0.08,0.96,1.35,-0.19,636,0.08,0.41,-0.61,8.33,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.18,1.17,0.63,0.99,3.51,3.58,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.11,-0.01,25,12.61,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
